Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
19207155811,"Jul 6, 2026, 9:57:00 PM",Morning Run,Run,Post Korea hangover,3098,10.17,,,false,,,activities/19207155811.gpx,,,3098.0,3098.0,10177.1,6.04,3.285,156.6,160.3,101.2,122.5,28.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,11103.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.285,0.0,,,,8910.0,0.0,,,,3.584,,,,,,,,,,,,""
19156448253,"Jul 2, 2026, 9:41:11 PM",Morning Run,Run,"",2980,9.41,,,false,,,activities/19156448253.gpx,,,2980.0,2975.0,9417.6,7.02,3.166,94.6,97.7,102.3,122.1,26.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9934.0,1783026000.0,1.0,24.8,26.0,23.1,0.9,1012.7,1.5,2.1,207.0,0.0,1783026574.0,1783075721.0,0.625,,,0.42,5.0,0.14,13565.0,0.0,,,,,,3.16,0.0,,,,8528.0,0.0,,,,3.339,,,,,,,,,,,,""
19143429026,"Jul 1, 2026, 9:45:48 PM",Morning Run,Run,What a wonderful morning to get heatstroke at 5am,2724,8.94,,,false,,,activities/19143429026.gpx,,,2724.0,2724.0,8942.5,6.942,3.283,89.4,92.3,102.2,121.4,27.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9428.8,1782939600.0,3.0,25.8,28.1,24.4,0.92,1010.6,0.8,1.2,180.0,0.0,1782940147.0,1782989326.0,0.625,,,0.42,5.0,0.78,15484.0,0.0,,,,,,3.283,0.0,,,,7860.0,0.0,,,,3.461,,,,,,,,,,,,""
19130460058,"Jun 30, 2026, 10:48:54 PM",Morning Run,Run,"",1800,5.31,,,false,,,,,,1800.0,1800.0,5310.8,,2.95,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/466769F6-8CF9-49AD-97F7-E152141DD721.jpg
19116731304,"Jun 29, 2026, 10:45:43 PM",Morning Run,Run,"",2267,7.60,,,false,,,activities/19116731304.gpx,,,2267.0,2267.0,7601.3,6.52,3.353,72.6,72.1,104.0,122.7,25.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7987.7,1782770400.0,3.0,25.7,27.7,23.6,0.88,1010.2,0.9,2.0,123.0,0.0,1782767293.0,1782816510.0,0.5,,,0.4,5.0,0.92,14834.0,0.0,,,,,,3.353,0.0,,,,6630.0,0.0,,,,3.523,,,,,,,,,,,,""
19104439367,"Jun 28, 2026, 10:57:57 PM",Morning Run,Run,"",1732,5.99,,,false,,,activities/19104439367.gpx,,,1732.0,1728.0,5993.3,6.34,3.468,74.9,73.1,103.7,122.5,28.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6385.8,1782684000.0,3.0,25.3,27.4,23.5,0.9,1009.2,0.9,1.5,102.0,0.0,1782680874.0,1782730101.0,0.375,,,0.64,5.0,0.76,20029.0,0.0,,,,,,3.46,0.0,,,,5080.0,0.0,,,,3.695,,,,,,,,,,,,""
19091693664,"Jun 27, 2026, 11:26:20 PM",Morning Run,Run,No gym at this school so now I have to spend half my paycheck on a gym membership😭😭,1353,4.67,,,false,,,activities/19091693664.gpx,,,1353.0,1350.0,4675.1,10.78,3.463,48.9,35.4,104.1,130.1,29.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4898.8,1782601200.0,5.0,25.3,27.4,23.8,0.91,1007.9,0.9,2.6,155.0,0.1,1782594469.0,1782643716.0,0.375,,,0.93,5.0,0.8,19264.0,1.0,,,,,,3.455,0.0,,,,3888.0,0.0,,,,3.629,,,,,,,,,,,,""
19067669573,"Jun 25, 2026, 10:34:30 PM",Morning Run,Run,"",2826,9.13,,,false,,,activities/19067669573.gpx,,,2826.0,2795.0,9135.4,5.12,3.268,25.8,24.7,19.2,32.0,13.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9204.8,1782424800.0,3.0,19.6,20.1,15.5,0.77,1008.1,0.6,1.3,294.0,0.0,1782420381.0,1782474362.0,0.375,,,0.47,1.0,1.0,16011.0,0.0,,,,,,3.233,0.0,,,,8084.0,0.0,,,,3.293,,,,,,,,,,,,""
19055618474,"Jun 24, 2026, 11:00:45 PM",Morning Run,Run,"",2937,8.85,,,false,,,,,,2937.0,2937.0,8851.4,,3.014,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.014,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/E3B7AA19-15E4-45DF-9DD7-19F924252CD4.jpg
19042700173,"Jun 23, 2026, 11:16:32 PM",Morning Run,Run,"",2937,8.85,,,false,,,,,,2937.0,2937.0,8851.4,,3.014,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.014,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/02345D0D-12B6-4C98-BA69-D511DCEE878C.jpg
19028892053,"Jun 22, 2026, 11:17:35 PM",Morning Run,Run,"",2672,8.04,,,false,,,,,,2672.0,2672.0,8046.7,,3.012,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.012,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/07B4BF75-B2E0-49A8-901E-C4063FC733CD.jpg
19016453407,"Jun 21, 2026, 11:19:25 PM",Morning Run,Run,"",2667,8.04,,,false,,,,,,2667.0,2667.0,8046.7,,3.017,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.017,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/98638843-9BFB-4DA6-B30B-EAEE4EB3E9F6.jpg
19003543370,"Jun 21, 2026, 12:02:10 AM",Morning Run,Run,Worst 4 miles of my life. Chongqing hotel gym with broken AC,2124,6.43,,,false,,,,,,2124.0,2124.0,6437.4,,3.031,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.031,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18991188545,"Jun 20, 2026, 2:14:58 AM",Morning Run,Run,重庆 next!,1800,5.31,,,false,,,,,,1800.0,1800.0,5310.8,,2.95,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/CE66125A-FB32-493D-BD55-211EBFA6C278.jpg|media/B7DAD537-AAC0-40F8-BEE0-8AD932842B5D.jpg
18978303028,"Jun 18, 2026, 11:45:18 PM",Morning Run,Run,"",1800,5.46,,,false,,,,,,1800.0,1800.0,5465.7,,3.036,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.036,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/61D127A6-D9BA-4F18-9FCB-804D6431041E.jpg
18965048959,"Jun 17, 2026, 11:25:58 PM",Morning Run,Run,CHENGDU,1800,5.31,,,false,,,,,,1800.0,1800.0,5310.8,,2.95,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/A35F2A35-D584-4AF4-9AEA-403517674C88.jpg
18923713664,"Jun 14, 2026, 11:43:59 PM",Morning Run,Run,"",1787,5.54,,,false,,,activities/18923713664.gpx,,,1787.0,1736.0,5547.3,4.94,3.195,19.4,18.7,19.1,29.8,11.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5604.9,1781478000.0,3.0,21.9,21.4,18.8,0.83,1010.6,2.7,5.2,75.0,0.1,1781469867.0,1781523823.0,0.875,,,0.65,5.0,0.99,13647.0,1.0,,,,,,3.104,0.0,,,,4920.0,0.0,,,,3.229,,,,,,,,,,,,""
18910290212,"Jun 13, 2026, 11:38:49 PM",Morning Run,Run,"",2638,8.27,,,false,,,activities/18910290212.gpx,,,2638.0,2530.0,8275.8,5.98,3.271,28.4,28.9,19.1,32.0,11.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8358.4,1781391600.0,2.0,18.9,20.1,17.4,0.91,1006.2,1.7,3.1,36.0,0.0,1781383458.0,1781437389.0,0.875,,,0.47,1.0,0.55,16578.5,1.0,,,,,,3.137,0.0,,,,7180.0,0.0,,,,3.304,,,,,,,,,,,,""
18775886263,"Jun 3, 2026, 8:38:53 PM",Morning Run,Run,First kyoto run w mom!,3448,9.71,,,false,,,activities/18775886263.gpx,,,3448.0,3117.0,9714.4,6.44,3.117,23.0,21.0,42.6,58.5,3.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9731.2,1780516800.0,3.0,19.6,20.5,16.0,0.8,1004.6,1.2,3.8,233.0,0.0,1780515820.0,1780567635.0,0.625,,,0.43,5.0,0.97,17763.0,0.0,,,,,,2.817,5488.2,,,,8730.0,0.0,,,,3.122,,,,,,,,,,,,media/2D6E4F34-3C06-45A8-801F-C4B12E7AC532.jpg
18735411385,"May 31, 2026, 9:26:25 PM",Afternoon Run,Run,"",4239,12.87,,,false,,,,,,4239.0,4239.0,12874.8,,3.037,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.037,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/952A1D80-5A01-4BEC-AE00-84255DB3D205.jpg
18721157864,"May 30, 2026, 9:26:44 PM",Afternoon Run,Run,"",3709,11.26,,,false,,,,,,3709.0,3709.0,11265.4,,3.037,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.037,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/55C87B48-0C40-4702-AB31-607705A1238B.jpg
18707876590,"May 29, 2026, 9:50:30 PM",Afternoon Run,Run,"",4503,13.68,,,false,,,,,,4503.0,4503.0,13679.5,,3.038,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.038,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/64634BCD-2477-4739-BCF8-27C405282DC5.jpg
18695060099,"May 28, 2026, 9:25:33 PM",Afternoon Run,Run,"",2651,8.04,,,false,,,,,,2651.0,2651.0,8046.7,,3.035,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.035,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/AC01C212-9391-4D3F-9DA3-985BF413F521.jpg
18681586244,"May 27, 2026, 9:30:34 PM",Afternoon Run,Run,"",3710,11.26,,,false,,,,,,3710.0,3710.0,11265.4,,3.037,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.037,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/3FBB1022-0508-42BD-A604-7266B3122F17.jpg
18665206696,"May 26, 2026, 5:41:20 PM",Afternoon Run,Run,"",4336,13.19,,,false,,,,,,4336.0,4336.0,13196.6,,3.044,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.044,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/B579BF36-F169-4B16-8618-87462C2159DC.jpg
18627020440,"May 23, 2026, 8:56:01 PM",Afternoon Run,Run,"",3762,11.42,,,false,,,,,,3762.0,3762.0,11426.4,,3.037,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.037,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/01C16E89-A565-4EFD-A0E4-199A3E568107.jpg
18613912243,"May 22, 2026, 10:03:35 PM",Evening Run,Run,"",3274,9.97,,,false,,,,,,3274.0,3274.0,9978.0,,3.048,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.048,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
18600848240,"May 21, 2026, 8:10:57 PM",Afternoon Run,Run,"",3694,11.26,,,false,,,,,,3694.0,3694.0,11265.4,,3.05,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/8E3D6184-F879-4D16-8EFE-1176230982DF.jpg
18588625998,"May 20, 2026, 10:25:59 PM",Evening Run,Run,Freshman yr✅,3214,9.81,,,false,,,,,,3214.0,3214.0,9817.0,,3.054,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.054,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/2B959361-807C-400E-896C-E1EF98B6C321.jpg
18548962609,"May 17, 2026, 9:42:27 PM",Afternoon Run,Run,Last one before the greatest lock in of all time,3327,11.56,,,false,,,activities/18548962609.gpx,,,3327.0,3314.0,11566.9,5.56,3.49,13.1,13.1,1.5,6.8,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,11580.9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.477,10.2,,,,9860.0,0.0,,,,3.495,,,,,,,,,,,,""
18535187972,"May 16, 2026, 9:46:23 PM",Afternoon Run,Run,"",2896,9.91,,,false,,,activities/18535187972.gpx,,,2896.0,2893.0,9909.5,5.14,3.425,13.1,12.9,1.5,6.8,4.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9922.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.422,8.2,,,,8606.0,0.0,,,,3.43,,,,,,,,,,,,""
18493672579,"May 13, 2026, 4:45:38 PM",Lunch Run,Run,"",3000,9.17,,,false,,,,,,3000.0,3000.0,9173.3,,3.058,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.058,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/00EAC6E1-B6A4-4695-A442-0DB78736E311.jpg
18478130293,"May 12, 2026, 1:46:50 PM",Morning Run,Run,"",4584,14.86,,,false,,,activities/18478130293.gpx,,,4584.0,4501.0,14865.8,5.4,3.303,19.6,18.4,1.5,6.8,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,14885.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.243,6.4,,,,13250.0,0.0,,,,3.307,,,,,,,,,,,,""
18455302573,"May 10, 2026, 3:58:45 PM",Lunch Run,Run,"",3172,9.65,,,false,,,,,,3172.0,3172.0,9656.1,,3.044,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.044,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/BB6C8BC4-AF3B-4141-B141-AFC533D01857.jpg
18431450069,"May 8, 2026, 11:00:32 PM",Evening Run,Run,"",2905,8.85,,,false,,,,,,2905.0,2905.0,8851.4,,3.047,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.047,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/4456E699-1200-4B4D-AD0D-5F2C48F5D5F5.jpg
18418657156,"May 7, 2026, 9:46:38 PM",Afternoon Run,Run,"",4523,14.98,,,false,,,activities/18418657156.gpx,,,4523.0,4482.0,14983.9,7.58,3.343,19.5,18.4,1.5,6.8,4.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,15004.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.313,0.0,,,,13150.0,0.0,,,,3.348,,,,,,,,,,,,""
18404130415,"May 6, 2026, 7:29:25 PM",Afternoon Run,Run,"",2742,8.36,,,false,,,,,,2742.0,2742.0,8368.6,,3.052,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.052,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/2A8F6623-E08B-4E99-8476-ACFBE0C1D520.jpg
18392443816,"May 5, 2026, 9:44:16 PM",Whole foods run,Run,"",6398,10.75,,,false,,,activities/18392443816.gpx,,,6398.0,3256.0,10752.0,5.64,3.302,19.6,18.1,1.5,8.1,6.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10774.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.681,251.6,,,,9578.0,0.0,,,,3.309,,,,,,,,,,,,""
18378534732,"May 4, 2026, 9:28:35 PM",Afternoon Run,Run,"",6941,14.49,,,false,,,activities/18378534732.gpx,,,6941.0,4343.0,14498.0,5.5,3.338,20.9,20.5,1.5,6.8,5.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,14523.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.089,88.1,,,,12684.0,0.0,,,,3.344,,,,,,,,,,,,""
18362982602,"May 3, 2026, 3:56:19 PM",Lunch Run,Run,Pulled a muscle had to uber back…,4363,12.13,,,false,,,activities/18362982602.gpx,,,4363.0,3722.0,12134.1,5.72,3.26,27.3,20.3,1.5,11.4,7.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,12175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.781,72.2,,,,10882.0,0.0,,,,3.271,,,0.0,0.0,,,,0.0,,,,""
18352638020,"May 2, 2026, 11:12:08 PM",Evening Run,Run,"",2860,8.69,,,false,,,,,,2860.0,2860.0,8690.5,,3.039,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.039,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/170B23A3-B1F7-4165-BF58-E1DE928F6F4A.jpg
18338632075,"May 1, 2026, 9:05:00 PM",Afternoon Run,Run,"Was gonna DoorDash, then I realized I could just run there instead😋😋",4201,13.77,,,false,,,activities/18338632075.gpx,,,4201.0,4073.0,13778.5,6.64,3.383,23.9,20.3,1.5,7.0,5.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,13811.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,68.1,,,,11916.0,0.0,,,,3.391,,,,,,,,,,,,media/AEF37658-5655-4B73-BB61-4792869893EF.jpg
18325970010,"May 1, 2026, 12:00:41 AM",Evening Run,Run,"",3073,9.33,,,false,,,,,,3073.0,3073.0,9334.2,,3.037,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.037,0.0,,,,,0.0,,,,,,,,,,,,,,,,media/842C0A77-6742-4B10-BAE4-1B2CB94A8A94.jpg
18309580505,"Apr 29, 2026, 5:11:17 PM",Afternoon Run,Run,"",3045,10.40,,,false,,,activities/18309580505.gpx,,,3045.0,3045.0,10403.1,6.34,3.416,10.4,9.1,1.5,6.8,4.1,0.0,,,,,,,,,830.0,,,,,,,,,,,,,,,,0.0,,1.0,10415.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.416,44.4,,,,8918.0,0.0,,,,3.421,,,0.0,0.0,,,,0.0,,,,""
18291626015,"Apr 28, 2026, 11:58:47 AM",Morning Run,Run,"",3014,10.14,,,false,,,activities/18291626015.gpx,,,3014.0,2981.0,10140.0,5.16,3.402,10.4,9.2,1.5,6.8,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,10151.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.364,0.0,,,,8766.0,0.0,,,,3.405,,,,,,,,,,,,""
